request,workerid,order,prob_rating,audio,catch_trial,mood,condtion,modal,text,check1,image,check2,seat
./stim/text/text-1.png,27,0,0.51,./stim/audio/angry_might1_s1.mp3,0,pessimist,3,might,You might get one.,./stim/images/exposure_60_8.png,./stim/images/exposure_60_8.png,./stim/images/prob_100_1.png,a window seat (red)
./stim/text/text-1.png,27,0,0.99,./stim/audio/angry_bare_s1.mp3,0,pessimist,3,bare,You'll get one.,./stim/images/prob_100_1.png,./stim/images/prob_100_1.png,./stim/images/exposure_60_3.png,a window seat (red)
./stim/text/text-2.png,27,1,0.91,./stim/audio/angry_probably2_s1.mp3,1,pessimist,3,probably,You'll probably get one.,./stim/images/exposure_75_1.png,./stim/images/exposure_10_1.png,./stim/images/exposure_10_1.png,an aisle seat (blue)
./stim/text/text-1.png,28,0,0.9,./stim/audio/angry_probably1_s2.mp3,1,pessimist,3,probably,You'll probably get one.,./stim/images/exposure_90_9.png,./stim/images/exposure_90_9.png,./stim/images/exposure_25_9.png,a window seat (red)
./stim/text/text-2.png,28,0,0.41,./stim/audio/angry_might2_s2.mp3,1,pessimist,3,might,You might get one.,./stim/images/exposure_40_9.png,./stim/images/exposure_40_9.png,./stim/images/prob_100_1.png,an aisle seat (blue)
./stim/text/text-1.png,28,0,0.59,./stim/audio/angry_might1_s2.mp3,1,pessimist,3,might,You might get one.,./stim/images/exposure_60_9.png,./stim/images/exposure_60_9.png,./stim/images/prob_100_1.png,a window seat (red)
./stim/text/text-1.png,28,0,0.93,./stim/audio/angry_probably1_s2.mp3,0,pessimist,3,probably,You'll probably get one.,./stim/images/exposure_90_8.png,./stim/images/exposure_90_8.png,./stim/images/exposure_25_8.png,a window seat (red)
./stim/text/text-1.png,28,0,1,./stim/audio/angry_bare_s2.mp3,0,pessimist,3,bare,You'll get one.,./stim/images/prob_100_1.png,./stim/images/prob_100_1.png,./stim/images/exposure_60_8.png,a window seat (red)
./stim/text/text-1.png,28,0,0.91,./stim/audio/angry_probably1_s2.mp3,0,pessimist,3,probably,You'll probably get one.,./stim/images/exposure_90_7.png,./stim/images/exposure_90_7.png,./stim/images/exposure_25_7.png,a window seat (red)
./stim/text/text-2.png,28,1,0.92,./stim/audio/angry_probably2_s2.mp3,0,pessimist,3,probably,You'll probably get one.,./stim/images/exposure_75_7.png,./stim/images/exposure_10_7.png,./stim/images/exposure_10_7.png,an aisle seat (blue)
./stim/text/text-2.png,28,0,0.7,./stim/audio/angry_might2_s2.mp3,0,pessimist,3,might,You might get one.,./stim/images/exposure_40_7.png,./stim/images/exposure_40_7.png,./stim/images/prob_100_1.png,an aisle seat (blue)
./stim/text/text-1.png,28,0,1,./stim/audio/angry_bare_s2.mp3,0,pessimist,3,bare,You'll get one.,./stim/images/prob_100_1.png,./stim/images/prob_100_1.png,./stim/images/exposure_60_7.png,a window seat (red)
./stim/text/text-2.png,28,0,0.9,./stim/audio/angry_probably2_s2.mp3,1,pessimist,3,probably,You'll probably get one.,./stim/images/exposure_10_9.png,./stim/images/exposure_10_9.png,./stim/images/exposure_75_9.png,an aisle seat (blue)
./stim/text/text-2.png,28,1,0.68,./stim/audio/angry_might2_s2.mp3,0,pessimist,3,might,You might get one.,./stim/images/prob_100_1.png,./stim/images/exposure_40_8.png,./stim/images/exposure_40_8.png,an aisle seat (blue)
./stim/text/text-1.png,28,0,0.78,./stim/audio/angry_might1_s2.mp3,0,pessimist,3,might,You might get one.,./stim/images/exposure_60_7.png,./stim/images/exposure_60_7.png,./stim/images/prob_100_1.png,a window seat (red)
./stim/text/text-1.png,28,1,1,./stim/audio/angry_bare_s2.mp3,1,pessimist,3,bare,You'll get one.,./stim/images/exposure_60_9.png,./stim/images/prob_100_1.png,./stim/images/prob_100_1.png,a window seat (red)
./stim/text/text-2.png,29,1,0,./stim/audio/angry_probably2_s2.mp3,1,pessimist,3,probably,You'll probably get one.,./stim/images/exposure_75_6.png,./stim/images/exposure_10_6.png,./stim/images/exposure_10_6.png,an aisle seat (blue)
./stim/text/text-1.png,29,1,0.48,./stim/audio/angry_might1_s2.mp3,1,pessimist,3,might,You might get one.,./stim/images/prob_100_1.png,./stim/images/exposure_60_6.png,./stim/images/exposure_60_6.png,a window seat (red)
./stim/text/text-1.png,29,0,0.23,./stim/audio/angry_bare_s2.mp3,0,pessimist,3,bare,You'll get one.,./stim/images/prob_100_1.png,./stim/images/prob_100_1.png,./stim/images/exposure_60_8.png,a window seat (red)
./stim/text/text-2.png,29,0,0.94,./stim/audio/angry_probably2_s2.mp3,0,pessimist,3,probably,You'll probably get one.,./stim/images/exposure_10_8.png,./stim/images/exposure_10_8.png,./stim/images/exposure_75_8.png,an aisle seat (blue)
./stim/text/text-2.png,29,1,0.71,./stim/audio/angry_might2_s2.mp3,0,pessimist,3,might,You might get one.,./stim/images/prob_100_1.png,./stim/images/exposure_40_7.png,./stim/images/exposure_40_7.png,an aisle seat (blue)
./stim/text/text-1.png,29,0,0.54,./stim/audio/angry_bare_s2.mp3,1,pessimist,3,bare,You'll get one.,./stim/images/prob_100_1.png,./stim/images/prob_100_1.png,./stim/images/exposure_60_6.png,a window seat (red)
./stim/text/text-1.png,29,0,0.63,./stim/audio/angry_might1_s2.mp3,0,pessimist,3,might,You might get one.,./stim/images/exposure_60_8.png,./stim/images/exposure_60_8.png,./stim/images/prob_100_1.png,a window seat (red)
./stim/text/text-1.png,29,1,0.5,./stim/audio/angry_bare_s2.mp3,0,pessimist,3,bare,You'll get one.,./stim/images/exposure_60_7.png,./stim/images/prob_100_1.png,./stim/images/prob_100_1.png,a window seat (red)
./stim/text/text-1.png,29,1,1,./stim/audio/angry_probably1_s2.mp3,0,pessimist,3,probably,You'll probably get one.,./stim/images/exposure_25_7.png,./stim/images/exposure_90_7.png,./stim/images/exposure_90_7.png,a window seat (red)
./stim/text/text-1.png,29,0,0.79,./stim/audio/angry_probably1_s2.mp3,1,pessimist,3,probably,You'll probably get one.,./stim/images/exposure_90_6.png,./stim/images/exposure_90_6.png,./stim/images/exposure_25_6.png,a window seat (red)
./stim/text/text-2.png,29,0,0.99,./stim/audio/angry_might2_s2.mp3,1,pessimist,3,might,You might get one.,./stim/images/exposure_40_6.png,./stim/images/exposure_40_6.png,./stim/images/prob_100_1.png,an aisle seat (blue)
./stim/text/text-2.png,29,0,0.17,./stim/audio/angry_might2_s2.mp3,0,pessimist,3,might,You might get one.,./stim/images/exposure_40_8.png,./stim/images/exposure_40_8.png,./stim/images/prob_100_1.png,an aisle seat (blue)
./stim/text/text-1.png,29,1,0.39,./stim/audio/angry_probably1_s2.mp3,0,pessimist,3,probably,You'll probably get one.,./stim/images/exposure_25_8.png,./stim/images/exposure_90_8.png,./stim/images/exposure_90_8.png,a window seat (red)
./stim/text/text-2.png,30,0,0,./stim/audio/angry_probably2_s1.mp3,0,pessimist,3,probably,You'll probably get one.,./stim/images/exposure_10_1.png,./stim/images/exposure_10_1.png,./stim/images/exposure_75_1.png,an aisle seat (blue)
./stim/text/text-1.png,30,1,1,./stim/audio/angry_probably1_s1.mp3,0,pessimist,3,probably,You'll probably get one.,./stim/images/exposure_25_1.png,./stim/images/exposure_90_1.png,./stim/images/exposure_90_1.png,a window seat (red)
./stim/text/text-1.png,30,0,1,./stim/audio/angry_might1_s1.mp3,0,pessimist,3,might,You might get one.,./stim/images/exposure_60_1.png,./stim/images/exposure_60_1.png,./stim/images/prob_100_1.png,a window seat (red)
./stim/text/text-1.png,30,0,1,./stim/audio/angry_bare_s1.mp3,0,pessimist,3,bare,You'll get one.,./stim/images/prob_100_1.png,./stim/images/prob_100_1.png,./stim/images/exposure_60_1.png,a window seat (red)
./stim/text/text-1.png,30,0,1,./stim/audio/angry_probably1_s1.mp3,1,pessimist,3,probably,You'll probably get one.,./stim/images/exposure_90_5.png,./stim/images/exposure_90_5.png,./stim/images/exposure_25_5.png,a window seat (red)
./stim/text/text-1.png,30,1,0.93,./stim/audio/angry_probably1_s1.mp3,0,pessimist,3,probably,You'll probably get one.,./stim/images/exposure_25_7.png,./stim/images/exposure_90_7.png,./stim/images/exposure_90_7.png,a window seat (red)
./stim/text/text-2.png,30,1,0.71,./stim/audio/angry_might2_s1.mp3,0,pessimist,3,might,You might get one.,./stim/images/prob_100_1.png,./stim/images/exposure_40_7.png,./stim/images/exposure_40_7.png,an aisle seat (blue)
./stim/text/text-1.png,30,0,1,./stim/audio/angry_bare_s1.mp3,0,pessimist,3,bare,You'll get one.,./stim/images/prob_100_1.png,./stim/images/prob_100_1.png,./stim/images/exposure_60_7.png,a window seat (red)
./stim/text/text-2.png,30,0,0.56,./stim/audio/angry_might2_s1.mp3,1,pessimist,3,might,You might get one.,./stim/images/exposure_40_5.png,./stim/images/exposure_40_5.png,./stim/images/prob_100_1.png,an aisle seat (blue)
./stim/text/text-1.png,30,0,1,./stim/audio/angry_bare_s1.mp3,1,pessimist,3,bare,You'll get one.,./stim/images/prob_100_1.png,./stim/images/prob_100_1.png,./stim/images/exposure_60_5.png,a window seat (red)
./stim/text/text-2.png,30,0,0.93,./stim/audio/angry_probably2_s1.mp3,1,pessimist,3,probably,You'll probably get one.,./stim/images/exposure_10_5.png,./stim/images/exposure_10_5.png,./stim/images/exposure_75_5.png,an aisle seat (blue)
./stim/text/text-2.png,30,0,0.52,./stim/audio/angry_might2_s1.mp3,0,pessimist,3,might,You might get one.,./stim/images/exposure_40_1.png,./stim/images/exposure_40_1.png,./stim/images/prob_100_1.png,an aisle seat (blue)
./stim/text/text-1.png,30,0,0.65,./stim/audio/angry_might1_s1.mp3,1,pessimist,3,might,You might get one.,./stim/images/exposure_60_5.png,./stim/images/exposure_60_5.png,./stim/images/prob_100_1.png,a window seat (red)
./stim/text/text-2.png,31,0,0.28,./stim/audio/angry_might2_s2.mp3,1,pessimist,3,might,You might get one.,./stim/images/exposure_40_1.png,./stim/images/exposure_40_1.png,./stim/images/prob_100_1.png,an aisle seat (blue)
./stim/text/text-2.png,31,0,0.3,./stim/audio/angry_might2_s2.mp3,0,pessimist,3,might,You might get one.,./stim/images/exposure_40_8.png,./stim/images/exposure_40_8.png,./stim/images/prob_100_1.png,an aisle seat (blue)
./stim/text/text-1.png,31,1,0.51,./stim/audio/angry_might1_s2.mp3,1,pessimist,3,might,You might get one.,./stim/images/prob_100_1.png,./stim/images/exposure_60_1.png,./stim/images/exposure_60_1.png,a window seat (red)
./stim/text/text-1.png,31,0,0.84,./stim/audio/angry_bare_s2.mp3,1,pessimist,3,bare,You'll get one.,./stim/images/prob_100_1.png,./stim/images/prob_100_1.png,./stim/images/exposure_60_1.png,a window seat (red)
./stim/text/text-1.png,31,1,0.86,./stim/audio/angry_probably1_s2.mp3,0,pessimist,3,probably,You'll probably get one.,./stim/images/exposure_25_5.png,./stim/images/exposure_90_5.png,./stim/images/exposure_90_5.png,a window seat (red)
./stim/text/text-1.png,31,1,0.96,./stim/audio/angry_bare_s2.mp3,0,pessimist,3,bare,You'll get one.,./stim/images/exposure_60_8.png,./stim/images/prob_100_1.png,./stim/images/prob_100_1.png,a window seat (red)
./stim/text/text-1.png,31,1,0.9,./stim/audio/angry_probably1_s2.mp3,0,pessimist,3,probably,You'll probably get one.,./stim/images/exposure_25_8.png,./stim/images/exposure_90_8.png,./stim/images/exposure_90_8.png,a window seat (red)
./stim/text/text-1.png,31,1,0.75,./stim/audio/angry_bare_s2.mp3,0,pessimist,3,bare,You'll get one.,./stim/images/exposure_60_5.png,./stim/images/prob_100_1.png,./stim/images/prob_100_1.png,a window seat (red)
./stim/text/text-2.png,31,0,0.69,./stim/audio/angry_probably2_s2.mp3,0,pessimist,3,probably,You'll probably get one.,./stim/images/exposure_10_5.png,./stim/images/exposure_10_5.png,./stim/images/exposure_75_5.png,an aisle seat (blue)
./stim/text/text-1.png,31,0,0.87,./stim/audio/angry_probably1_s2.mp3,1,pessimist,3,probably,You'll probably get one.,./stim/images/exposure_90_1.png,./stim/images/exposure_90_1.png,./stim/images/exposure_25_1.png,a window seat (red)
./stim/text/text-1.png,31,0,0.71,./stim/audio/angry_might1_s2.mp3,0,pessimist,3,might,You might get one.,./stim/images/exposure_60_5.png,./stim/images/exposure_60_5.png,./stim/images/prob_100_1.png,a window seat (red)
./stim/text/text-2.png,31,1,0.67,./stim/audio/angry_might2_s2.mp3,0,pessimist,3,might,You might get one.,./stim/images/prob_100_1.png,./stim/images/exposure_40_5.png,./stim/images/exposure_40_5.png,an aisle seat (blue)
./stim/text/text-2.png,31,1,0.48,./stim/audio/angry_probably2_s2.mp3,1,pessimist,3,probably,You'll probably get one.,./stim/images/exposure_75_1.png,./stim/images/exposure_10_1.png,./stim/images/exposure_10_1.png,an aisle seat (blue)
./stim/text/text-2.png,32,0,0.84,./stim/audio/angry_probably2_s1.mp3,1,pessimist,3,probably,You'll probably get one.,./stim/images/exposure_10_5.png,./stim/images/exposure_10_5.png,./stim/images/exposure_75_5.png,an aisle seat (blue)
./stim/text/text-1.png,32,1,0.18,./stim/audio/angry_might1_s1.mp3,0,pessimist,3,might,You might get one.,./stim/images/prob_100_1.png,./stim/images/exposure_60_4.png,./stim/images/exposure_60_4.png,a window seat (red)
./stim/text/text-2.png,32,0,0.47,./stim/audio/angry_might2_s1.mp3,0,pessimist,3,might,You might get one.,./stim/images/exposure_40_1.png,./stim/images/exposure_40_1.png,./stim/images/prob_100_1.png,an aisle seat (blue)
./stim/text/text-2.png,32,0,0.92,./stim/audio/angry_probably2_s1.mp3,0,pessimist,3,probably,You'll probably get one.,./stim/images/exposure_10_4.png,./stim/images/exposure_10_4.png,./stim/images/exposure_75_4.png,an aisle seat (blue)
./stim/text/text-2.png,32,0,0.55,./stim/audio/angry_might2_s1.mp3,0,pessimist,3,might,You might get one.,./stim/images/exposure_40_4.png,./stim/images/exposure_40_4.png,./stim/images/prob_100_1.png,an aisle seat (blue)
./stim/text/text-1.png,32,1,0.99,./stim/audio/angry_bare_s1.mp3,0,pessimist,3,bare,You'll get one.,./stim/images/exposure_60_4.png,./stim/images/prob_100_1.png,./stim/images/prob_100_1.png,a window seat (red)
./stim/text/text-1.png,32,0,0.8,./stim/audio/angry_probably1_s1.mp3,1,pessimist,3,probably,You'll probably get one.,./stim/images/exposure_90_5.png,./stim/images/exposure_90_5.png,./stim/images/exposure_25_5.png,a window seat (red)
./stim/text/text-1.png,32,1,0.97,./stim/audio/angry_bare_s1.mp3,1,pessimist,3,bare,You'll get one.,./stim/images/exposure_60_5.png,./stim/images/prob_100_1.png,./stim/images/prob_100_1.png,a window seat (red)
./stim/text/text-1.png,32,1,0.82,./stim/audio/angry_probably1_s1.mp3,0,pessimist,3,probably,You'll probably get one.,./stim/images/exposure_25_4.png,./stim/images/exposure_90_4.png,./stim/images/exposure_90_4.png,a window seat (red)
./stim/text/text-1.png,32,0,0.95,./stim/audio/angry_probably1_s1.mp3,0,pessimist,3,probably,You'll probably get one.,./stim/images/exposure_90_1.png,./stim/images/exposure_90_1.png,./stim/images/exposure_25_1.png,a window seat (red)
./stim/text/text-2.png,32,1,0.59,./stim/audio/angry_might2_s1.mp3,1,pessimist,3,might,You might get one.,./stim/images/prob_100_1.png,./stim/images/exposure_40_5.png,./stim/images/exposure_40_5.png,an aisle seat (blue)
./stim/text/text-1.png,32,1,0.93,./stim/audio/angry_bare_s1.mp3,0,pessimist,3,bare,You'll get one.,./stim/images/exposure_60_1.png,./stim/images/prob_100_1.png,./stim/images/prob_100_1.png,a window seat (red)
./stim/text/text-1.png,32,1,0.64,./stim/audio/angry_might1_s1.mp3,1,pessimist,3,might,You might get one.,./stim/images/prob_100_1.png,./stim/images/exposure_60_5.png,./stim/images/exposure_60_5.png,a window seat (red)
./stim/text/text-2.png,33,1,0.68,./stim/audio/angry_might2_s2.mp3,0,pessimist,3,might,You might get one.,./stim/images/prob_100_1.png,./stim/images/exposure_40_4.png,./stim/images/exposure_40_4.png,an aisle seat (blue)
./stim/text/text-1.png,33,0,0.91,./stim/audio/angry_probably1_s2.mp3,1,pessimist,3,probably,You'll probably get one.,./stim/images/exposure_90_6.png,./stim/images/exposure_90_6.png,./stim/images/exposure_25_6.png,a window seat (red)
./stim/text/text-1.png,33,0,0.94,./stim/audio/angry_probably1_s2.mp3,0,pessimist,3,probably,You'll probably get one.,./stim/images/exposure_90_10.png,./stim/images/exposure_90_10.png,./stim/images/exposure_25_10.png,a window seat (red)
./stim/text/text-1.png,33,1,0.94,./stim/audio/angry_probably1_s2.mp3,0,pessimist,3,probably,You'll probably get one.,./stim/images/exposure_25_4.png,./stim/images/exposure_90_4.png,./stim/images/exposure_90_4.png,a window seat (red)
./stim/text/text-2.png,33,1,0.92,./stim/audio/angry_probably2_s2.mp3,1,pessimist,3,probably,You'll probably get one.,./stim/images/exposure_75_6.png,./stim/images/exposure_10_6.png,./stim/images/exposure_10_6.png,an aisle seat (blue)
./stim/text/text-1.png,33,0,0.61,./stim/audio/angry_might1_s2.mp3,0,pessimist,3,might,You might get one.,./stim/images/exposure_60_10.png,./stim/images/exposure_60_10.png,./stim/images/prob_100_1.png,a window seat (red)
./stim/text/text-2.png,33,0,0.6,./stim/audio/angry_might2_s2.mp3,1,pessimist,3,might,You might get one.,./stim/images/exposure_40_6.png,./stim/images/exposure_40_6.png,./stim/images/prob_100_1.png,an aisle seat (blue)
./stim/text/text-1.png,33,0,0.55,./stim/audio/angry_might1_s2.mp3,1,pessimist,3,might,You might get one.,./stim/images/exposure_60_6.png,./stim/images/exposure_60_6.png,./stim/images/prob_100_1.png,a window seat (red)
./stim/text/text-2.png,33,1,0.94,./stim/audio/angry_probably2_s2.mp3,0,pessimist,3,probably,You'll probably get one.,./stim/images/exposure_75_10.png,./stim/images/exposure_10_10.png,./stim/images/exposure_10_10.png,an aisle seat (blue)
./stim/text/text-1.png,33,1,1,./stim/audio/angry_bare_s2.mp3,1,pessimist,3,bare,You'll get one.,./stim/images/exposure_60_6.png,./stim/images/prob_100_1.png,./stim/images/prob_100_1.png,a window seat (red)
./stim/text/text-2.png,33,0,0.54,./stim/audio/angry_might2_s2.mp3,0,pessimist,3,might,You might get one.,./stim/images/exposure_40_10.png,./stim/images/exposure_40_10.png,./stim/images/prob_100_1.png,an aisle seat (blue)
./stim/text/text-1.png,33,0,1,./stim/audio/angry_bare_s2.mp3,0,pessimist,3,bare,You'll get one.,./stim/images/prob_100_1.png,./stim/images/prob_100_1.png,./stim/images/exposure_60_10.png,a window seat (red)
./stim/text/text-1.png,33,0,1,./stim/audio/angry_bare_s2.mp3,0,pessimist,3,bare,You'll get one.,./stim/images/prob_100_1.png,./stim/images/prob_100_1.png,./stim/images/exposure_60_4.png,a window seat (red)
./stim/text/text-1.png,34,1,0.99,./stim/audio/angry_bare_s2.mp3,0,pessimist,3,bare,You'll get one.,./stim/images/exposure_60_6.png,./stim/images/prob_100_1.png,./stim/images/prob_100_1.png,a window seat (red)
./stim/text/text-2.png,34,1,0.98,./stim/audio/angry_probably2_s2.mp3,0,pessimist,3,probably,You'll probably get one.,./stim/images/exposure_75_5.png,./stim/images/exposure_10_5.png,./stim/images/exposure_10_5.png,an aisle seat (blue)
